IDчека,Дата и время,ИНН,IDПользователя,Товар,Бренд,Теги,Цена,Кол-во,Сумма,Кэшбэк 
02972d5d8bc6cf7c8cc60d4b34e73db0,19.01.2020 19:58,7825706086,3e04216dfb93136f460cc3cae3230a87,36573 хлеб тостовый нарезка 500г,,,75.99,1.0,75.99,
02972d5d8bc6cf7c8cc60d4b34e73db0,19.01.2020 19:58,7825706086,3e04216dfb93136f460cc3cae3230a87,39124 alw.проклад.ultr.night duo 14шт,always,ultra; пятерочка; личная гигиена; 14; прокладки; duonight; красота и здоровье,209.99,1.0,209.99,21.0
02972d5d8bc6cf7c8cc60d4b34e73db0,19.01.2020 19:58,7825706086,3e04216dfb93136f460cc3cae3230a87,73965 мор.пломбир брикет 220г,,,124.99,1.0,124.99,
02972d5d8bc6cf7c8cc60d4b34e73db0,19.01.2020 19:58,7825706086,3e04216dfb93136f460cc3cae3230a87,86940 7days круассаны какао 65г,7 days,,37.79,1.0,37.79,
02972d5d8bc6cf7c8cc60d4b34e73db0,19.01.2020 19:58,7825706086,3e04216dfb93136f460cc3cae3230a87,88570 свекла 1кг,,овощи; овощи/фрукты/ягоды; продукты; свекла,26.99,0.19,5.13,
029730ee6aa1dd3099dcac7fd1355d60,27.11.2019 13:50,2310031475,66d45ec97fa2f17c108858098a7e5a1e,gillette пена д/бритья ментол 200мл (проктер):6,gillette,пена для бритья; средство для бритья; красота и здоровье; личная гигиена,111.6,1.0,111.6,11.16
0297d9a18b6add738271c1e819ece982,25.12.2019 12:12,7825706086,82c446cb708dc615e24ea26f522226bd,3386232 alp.gold шок.мол.минд/кар.90г,alpen gold,хлеб и сладости; шоколад; плитка; кондитерские изделия; продукты,39.99,1.0,39.99,
0297d9a18b6add738271c1e819ece982,25.12.2019 12:12,7825706086,82c446cb708dc615e24ea26f522226bd,39124 alw.проклад.ultr.night duo 14шт,always,ultra; пятерочка; личная гигиена; 14; прокладки; duonight; красота и здоровье,119.99,1.0,119.99,152.0
0298190ce5aba8d0c4c4286cd9602e62,30.01.2020 17:28,2310031475,4079e3bd18909b7c10a805fa51066440,classics с кальцием лак д/ногтей пуд,,,69.0,1.0,69.0,
0298190ce5aba8d0c4c4286cd9602e62,30.01.2020 17:28,2310031475,4079e3bd18909b7c10a805fa51066440,gillette blue simple3 бритвы однораз,gillette,,299.0,1.0,299.0,29.9
0298190ce5aba8d0c4c4286cd9602e62,30.01.2020 17:28,2310031475,4079e3bd18909b7c10a805fa51066440,tide color стиральный порош автомат,tide,хозяйственные товары; уход за бельем; стиральный порошок,449.0,1.0,449.0,
0298539de4310f03d1e1e4343590807d,03.01.2020 11:59,2310031475,a8cf7b64cb9fc3a233896963e47ce5ae,"domestos ср-во универсальн лимон свежесть 0,75л(",domestos,универсальное чистящее средство; хозяйственные товары,95.3,1.0,95.3,
0298539de4310f03d1e1e4343590807d,03.01.2020 11:59,2310031475,a8cf7b64cb9fc3a233896963e47ce5ae,"domestos ср-во универсальн ультра белый 0,75л(юн",domestos,универсальное чистящее средство; хозяйственные товары,95.3,1.0,95.3,
0298539de4310f03d1e1e4343590807d,03.01.2020 11:59,2310031475,a8cf7b64cb9fc3a233896963e47ce5ae,fairy ср-во д/мытья посуды сочный лимон 900мл(пр,fairy,средства для мытья посуды; хозяйственные товары; средства для мытья кухни,89.0,1.0,89.0,
0298539de4310f03d1e1e4343590807d,03.01.2020 11:59,2310031475,a8cf7b64cb9fc3a233896963e47ce5ae,head&shoulders шампунь 2в1осн уход д/нор вол400м,head&shoulders,красота и здоровье; шампунь для волос; гигиена волос,205.0,1.0,205.0,20.5
0298539de4310f03d1e1e4343590807d,03.01.2020 11:59,2310031475,a8cf7b64cb9fc3a233896963e47ce5ae,ola! classic прокладки normal с мягк пов 10шт(ол,ola!,красота и здоровье; личная гигиена; прокладки,59.0,2.0,118.0,
0298539de4310f03d1e1e4343590807d,03.01.2020 11:59,2310031475,a8cf7b64cb9fc3a233896963e47ce5ae,soft бум/салф белые 100лист(россия):36,,салфетки; бумага/салфетки; хозяйственные товары,18.8,1.0,18.8,
029a27b19eba19ba7fbecb94164d8d03,03.01.2020 13:58,2310031475,7b744d43070fe13a402ac8e838a9d8de,head&shoulders шампунь 2в1осн уход д/нор вол400м,head&shoulders,красота и здоровье; шампунь для волос; гигиена волос,209.0,1.0,209.0,20.9
029a27b19eba19ba7fbecb94164d8d03,03.01.2020 13:58,2310031475,7b744d43070fe13a402ac8e838a9d8de,бананы 1кг,,продукты; банан; фрукты; овощи/фрукты/ягоды,63.7,0.836,53.25,
029a27b19eba19ba7fbecb94164d8d03,03.01.2020 13:58,2310031475,7b744d43070fe13a402ac8e838a9d8de,карта лояльности магнит,магнит,прочее; лояльность,0.0,1.0,0.0,
029a27b19eba19ba7fbecb94164d8d03,03.01.2020 13:58,2310031475,7b744d43070fe13a402ac8e838a9d8de,лимоны 1кг,,,99.0,0.256,25.34,
029a27b19eba19ba7fbecb94164d8d03,03.01.2020 13:58,2310031475,7b744d43070fe13a402ac8e838a9d8de,наш промысел шпроты в масле 160г ж/б с кл(янтарн,,,54.8,1.0,54.8,
029a27b19eba19ba7fbecb94164d8d03,03.01.2020 13:58,2310031475,7b744d43070fe13a402ac8e838a9d8de,рыбное меню шпроты в масле 175г ж/б с кл(роскон),,,83.9,1.0,83.9,
029a27b19eba19ba7fbecb94164d8d03,03.01.2020 13:58,2310031475,7b744d43070fe13a402ac8e838a9d8de,сардина натуральная в масле 250г ж/б:48,,,44.9,1.0,44.9,
029a27b19eba19ba7fbecb94164d8d03,03.01.2020 13:58,2310031475,7b744d43070fe13a402ac8e838a9d8de,сыр костромской 45% (в):5/10,,молоко/сыр/яйца; сыр; продукты,419.0,0.274,114.81,
029a27b19eba19ba7fbecb94164d8d03,03.01.2020 13:58,2310031475,7b744d43070fe13a402ac8e838a9d8de,хлеб тормыш форм половинка 325г п/уп(бкк),,хлеб; хлеб и сладости; продукты,15.9,1.0,15.9,
029a27b19eba19ba7fbecb94164d8d03,03.01.2020 13:58,2310031475,7b744d43070fe13a402ac8e838a9d8de,"черкизово колбаса сальчичон с/к 0,35кг в/у:6",черкизово,сальчичон; колбаса; продукты; мясо/рыба,225.0,1.0,225.0,
029a27b19eba19ba7fbecb94164d8d03,03.01.2020 13:58,2310031475,7b744d43070fe13a402ac8e838a9d8de,яйцо куриное деревенское с1 10шт бокс:20,,яйцо; куриное; молоко/сыр/яйца; продукты,54.9,1.0,54.9,
029ac8faf8caa94c6ffed5df9901ed2d,20.12.2019 14:02,7704217370,12714f54fe15f948d596485d8e481c0a,pampers pants трусики 9-14 кг (размер 4) 104 шт уцененный товар (№163),pampers,уход за ребенком; трусики-подгузники; forp&g; подгузники/пеленки/салфетки,871.27,1.0,871.27,87.13
029b280b0260c06b662a859c0b54e587,14.12.2019 21:05,7729705354,8b0955e6ed29e9086d44055df6eadcb6,прокладки always ultra normal plus duo 20шт,always,красота и здоровье; личная гигиена; duo; прокладки,159.49,1.0,159.49,50.95
029b280b0260c06b662a859c0b54e587,14.12.2019 21:05,7729705354,8b0955e6ed29e9086d44055df6eadcb6,сушки семейка озби кроха с маком 200г,,хлеб и сладости; продукты; сушки; хлебобулочные изделия,40.99,1.0,40.99,
029b280b0260c06b662a859c0b54e587,14.12.2019 21:05,7729705354,8b0955e6ed29e9086d44055df6eadcb6,"ф/о мандарины, вес (св/у)",,мандарины; овощи/фрукты/ягоды; фрукты; продукты,69.99,0.572,40.03,
029b280b0260c06b662a859c0b54e587,14.12.2019 21:05,7729705354,8b0955e6ed29e9086d44055df6eadcb6,х/б колом. хлеб даниловский бездрож нарезка 300г,,,44.49,1.0,44.49,
029b60eb16be60084ee3b820bea0f63c,08.01.2020 18:15,2310031475,d380124a06855187ca4c35a41a0d16d7,head&shoulders шам2в1ментол осв/эн,head&shoulders,гигиена волос; шампунь для волос; красота и здоровье,199.0,1.0,199.0,19.9
029b60eb16be60084ee3b820bea0f63c,08.01.2020 18:15,2310031475,d380124a06855187ca4c35a41a0d16d7,naturella classic прокладки normal,naturella,личная гигиена; прокладки; красота и здоровье,59.9,1.0,59.9,
029b60eb16be60084ee3b820bea0f63c,08.01.2020 18:15,2310031475,d380124a06855187ca4c35a41a0d16d7,бархатные ручки крем д/рук питател,,красота и здоровье; уход за руками; крем для рук,74.9,1.0,74.9,
029b60eb16be60084ee3b820bea0f63c,08.01.2020 18:15,2310031475,d380124a06855187ca4c35a41a0d16d7,миф color авт свежийцвет 2кг(прокт,,,159.9,1.0,159.9,
029b60eb16be60084ee3b820bea0f63c,08.01.2020 18:15,2310031475,d380124a06855187ca4c35a41a0d16d7,напит креп алк бренди дербентская,,,270.0,1.0,270.0,
029b60eb16be60084ee3b820bea0f63c,08.01.2020 18:15,2310031475,d380124a06855187ca4c35a41a0d16d7,пакет-майка магнит,,,5.9,1.0,5.9,
029c96a9561bcf5bdb0bd7e1223ed931,06.12.2019 11:12,2310031475,4b07391ad3794bbe5f4cd4ed872ad2bd,always ежедневные прокладки удлиненные 16шт(proc,always,неззащ,85.0,1.0,85.0,59.5
029c96a9561bcf5bdb0bd7e1223ed931,06.12.2019 11:12,2310031475,4b07391ad3794bbe5f4cd4ed872ad2bd,blend-a-med 3d white luxe з/п совершенство 75мл(,blend-a-med,уход за полостью рта; зубная паста; красота и здоровье,115.0,1.0,115.0,12.0
029c96a9561bcf5bdb0bd7e1223ed931,06.12.2019 11:12,2310031475,4b07391ad3794bbe5f4cd4ed872ad2bd,"synergetic ср-во д/мыт пос/фрук/дет гранат 0,5л(",synergetic,уход за ребенком; средства для мытья посуды,59.9,1.0,59.9,
029c96a9561bcf5bdb0bd7e1223ed931,06.12.2019 11:12,2310031475,4b07391ad3794bbe5f4cd4ed872ad2bd,"synergetic ср-во д/мыт пос/фрукт/дет зел чай 0,5",synergetic,средства для мытья посуды; уход за ребенком,59.9,1.0,59.9,
029c96a9561bcf5bdb0bd7e1223ed931,06.12.2019 11:12,2310031475,4b07391ad3794bbe5f4cd4ed872ad2bd,пакет магнит косметик мал(пластиктрейд):300/2700,магнит косметик,упаковка; пакеты; прочее,3.9,1.0,3.9,
029cb58cfb2383bc7104c14d2945b2a9,11.11.2019 19:19,2310031475,3453007117ca5b97692bcce87191dcb6,gillette пена д/бритья ментол 200мл,gillette,личная гигиена; пена для бритья; красота и здоровье; средство для бритья,149.0,1.0,149.0,14.9
029cb58cfb2383bc7104c14d2945b2a9,11.11.2019 19:19,2310031475,3453007117ca5b97692bcce87191dcb6,стакан ода низкий 250мл (осз):30,,,24.0,1.0,24.0,
029d5150be6c081f18cb9fd8977ea59e,14.01.2020 19:33,2310031475,1777450fc22cc273f159fd7fc4aa286b,always platinum ultra прокладки supe,always,личная гигиена; красота и здоровье; platinum; прокладки; quatro,265.0,1.0,265.0,26.5
029d5150be6c081f18cb9fd8977ea59e,14.01.2020 19:33,2310031475,1777450fc22cc273f159fd7fc4aa286b,always platinum ultra прокладки норм,always,прокладки; красота и здоровье; platinum; личная гигиена; duo,149.0,1.0,149.0,14.9
029d5150be6c081f18cb9fd8977ea59e,14.01.2020 19:33,2310031475,1777450fc22cc273f159fd7fc4aa286b,always platinum ultra прокладки ночн,always,quatronight; личная гигиена; platinum; прокладки; красота и здоровье,149.0,1.0,149.0,14.9
029d5150be6c081f18cb9fd8977ea59e,14.01.2020 19:33,2310031475,1777450fc22cc273f159fd7fc4aa286b,always ultra прокладки light 36шт(пр,always,прокладки; личная гигиена; красота и здоровье,249.0,1.0,249.0,24.9
029d5150be6c081f18cb9fd8977ea59e,14.01.2020 19:33,2310031475,1777450fc22cc273f159fd7fc4aa286b,always ultra прокладки normal 36шт(п,always,личная гигиена; прокладки; красота и здоровье,269.0,1.0,269.0,26.9
029d5150be6c081f18cb9fd8977ea59e,14.01.2020 19:33,2310031475,1777450fc22cc273f159fd7fc4aa286b,always ultra прокладки super 16шт (п,always,красота и здоровье; прокладки; личная гигиена,199.0,1.0,199.0,19.9
029d5150be6c081f18cb9fd8977ea59e,14.01.2020 19:33,2310031475,1777450fc22cc273f159fd7fc4aa286b,always ultra прокладки ночные 26шт(п,always,красота и здоровье; quatronight; 26; прокладки; ultra; личная гигиена,269.0,1.0,269.0,26.9
029d5150be6c081f18cb9fd8977ea59e,14.01.2020 19:33,2310031475,1777450fc22cc273f159fd7fc4aa286b,always ежедневные прокладки удлиненн,always,неззащ; прокладки; красота и здоровье; ежедневные; личная гигиена,89.0,1.0,89.0,89.0
029d5150be6c081f18cb9fd8977ea59e,14.01.2020 19:33,2310031475,1777450fc22cc273f159fd7fc4aa286b,aussie repair miracle бальз-ополаск,aussie,бальзам для волос; repair; гигиена волос; красота и здоровье,259.0,1.0,259.0,25.9
029d5150be6c081f18cb9fd8977ea59e,14.01.2020 19:33,2310031475,1777450fc22cc273f159fd7fc4aa286b,aussie ср-во интенс ухода 3 min mira,aussie,гигиена волос; бальзам для волос; красота и здоровье,299.0,1.0,299.0,29.9
029d5150be6c081f18cb9fd8977ea59e,14.01.2020 19:33,2310031475,1777450fc22cc273f159fd7fc4aa286b,color sensation краска д/вжемчуж гла,,,199.0,2.0,398.0,
029d5150be6c081f18cb9fd8977ea59e,14.01.2020 19:33,2310031475,1777450fc22cc273f159fd7fc4aa286b,discreet deo ежедн прокладки irresis,discreet,прокладки; красота и здоровье; личная гигиена,199.0,1.0,199.0,21.9
029d5150be6c081f18cb9fd8977ea59e,14.01.2020 19:33,2310031475,1777450fc22cc273f159fd7fc4aa286b,discreet deo ежедн прокладки spring,discreet,прокладки; личная гигиена; красота и здоровье,199.0,1.0,199.0,21.9
029d5150be6c081f18cb9fd8977ea59e,14.01.2020 19:33,2310031475,1777450fc22cc273f159fd7fc4aa286b,kotex ultra прокладки super сетч 8шт,kotex,красота и здоровье; личная гигиена; прокладки,69.9,1.0,69.9,
029e799abe6b81ddda1d79263be94174,14.12.2019 16:43,7825706086,a7ad1b5009cc38590565c4b65be773e9,3501028 fairy ср.нр.ром/в.е д/пос.900мл,fairy,,63.74,1.0,63.74,0.0
029e8f8787cfa914f40cbe94623a06bb,05.01.2020 12:08,2310031475,d3bd6db1b2a57aa6ad4fac5a924a1b06,head&shoulders шамп осн уход д/норм волос 400мл(,head&shoulders,,205.0,1.0,205.0,20.5
029e8f8787cfa914f40cbe94623a06bb,05.01.2020 12:08,2310031475,d3bd6db1b2a57aa6ad4fac5a924a1b06,head&shoulders шампунь 2в1осн уход д/нор вол400м,head&shoulders,красота и здоровье; шампунь для волос; гигиена волос,205.0,1.0,205.0,20.5
029e8f8787cfa914f40cbe94623a06bb,05.01.2020 12:08,2310031475,d3bd6db1b2a57aa6ad4fac5a924a1b06,pampers sleep&play подг 5junior 11-16/11-25кг 58,pampers,,899.0,1.0,899.0,
029e8f8787cfa914f40cbe94623a06bb,05.01.2020 12:08,2310031475,d3bd6db1b2a57aa6ad4fac5a924a1b06,paclan салфетки д/убор из неткан.полот 38х40см 4,,,61.0,1.0,61.0,
029e8f8787cfa914f40cbe94623a06bb,05.01.2020 12:08,2310031475,d3bd6db1b2a57aa6ad4fac5a924a1b06,академия комфорта губки д/посуды макси 5шт(новые,,,29.0,1.0,29.0,
029e8f8787cfa914f40cbe94623a06bb,05.01.2020 12:08,2310031475,d3bd6db1b2a57aa6ad4fac5a924a1b06,карта лояльности магнит,магнит,прочее; лояльность,0.0,1.0,0.0,
029e8f8787cfa914f40cbe94623a06bb,05.01.2020 12:08,2310031475,d3bd6db1b2a57aa6ad4fac5a924a1b06,пакет магнит косметик мал(пластиктрейд):300/2700,магнит косметик,упаковка; пакеты; прочее,3.9,1.0,3.9,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,з/паста president лайм и личи 115мл,,,84.99,1.0,84.99,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,з/щетка president soft мягкая,,красота и здоровье; зубная щетка; уход за полостью рта,99.99,1.0,99.99,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,игрушка-тянучка shantou yisheng дракон,,,249.0,1.0,249.0,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,капуста hortex брокколи 700г,,,184.99,1.0,184.99,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,картофель лента для жарки 3000г,,,109.99,1.0,109.99,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,колбаса дымов салями итальянс с/к вес,,продукты; колбаса; мясо/рыба; салями,549.99,0.39,214.5,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,колбаса дымов салями итальянс с/к вес,дымов,продукты; колбаса; мясо/рыба; салями,549.99,0.39,214.5,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,корм д/кош purina one жив.д.ус сух ин750,purina one,сухой корм для кошек; товары для животных; корм; корм для кошек,198.89,1.0,198.89,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,морковь фдс по-корейски 400г,,,99.99,1.0,99.99,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,"нап пив zatecky gus rubin 5,1% ст 0.48l",,напиток пивной; пиво; алкоголь,74.99,1.0,74.99,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,пакет лента средний майка 12кг,лента,прочее; упаковка; пакеты,6.99,1.0,6.99,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,прокладки discreet deo irresis 60шт,discreet,красота и здоровье; прокладки; личная гигиена,132.99,1.0,132.99,14.3
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,"с/порошок ушастый нянь д/дет.белья 2,4кг",ушастый нянь,уход за ребенком; средства для стирки; стиральный порошок,249.24,1.0,249.24,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,салфетки лента влажные антибакт. 70шт,,салфетки влажные; личная гигиена; красота и здоровье,49.99,1.0,49.99,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,сельдь рус море к картошке атл филе 400г,,,149.99,1.0,149.99,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,сосиски стародворье баварские 420г,стародворье,,119.99,1.0,119.99,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,сухарики три корочки холодец с хрен 100г,,сухарики; продукты; снеки,34.49,1.0,34.49,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,сыр брест-литовск 45% фас 200г,брест-литовск,продукты; молоко/сыр/яйца; сыр,169.99,1.0,169.99,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,сыр сиртаки рассол д/гр сал clas 35% 200,сиртаки,сыр; продукты; молоко/сыр/яйца,69.99,1.0,69.99,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,филе кур петелинка с бедра подл охл вес,,мясо/рыба; продукты; курица; птица,349.99,0.905,316.74,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,хлеб хлебный дом геркулес зерновой 500гр,хлебный дом,хлеб; продукты; хлеб и сладости,74.89,1.0,74.89,
029e9e347e10b2bf12e2709f6a2f1886,11.12.2019 16:32,7814148471,05659c7510680291713dd1ebc36782a7,чипсы карт хруст 365 дней лук/смет 90г,,чипсы; продукты; снеки,30.69,2.0,61.38,
029f19ff656ef992ade174fcdbbee743,24.11.2019 20:11,2310031475,36ccbcaea89d4af29762caad5e742cd8,"aos гель д/мыт пос бальз алое/вера 0,9л (нэфис косметикс):",aos,средства для мытья кухни; хозяйственные товары; средства для мытья посуды,89.9,2.0,179.8,
029f19ff656ef992ade174fcdbbee743,24.11.2019 20:11,2310031475,36ccbcaea89d4af29762caad5e742cd8,nestle каша б/мол овсяная 200г к/уп(нестле):9,,каша детская; детское питание,79.9,1.0,79.9,
029f19ff656ef992ade174fcdbbee743,24.11.2019 20:11,2310031475,36ccbcaea89d4af29762caad5e742cd8,pampers трусики-подг 5 junior 12-17/15-18кг 48шт(проктер):,pampers,уход за ребенком; forp&g; трусики-подгузники; подгузники/пеленки/салфетки,849.0,1.0,849.0,85.9
029f19ff656ef992ade174fcdbbee743,24.11.2019 20:11,2310031475,36ccbcaea89d4af29762caad5e742cd8,soft бум/салф белые 100лист(россия):36,,салфетки; бумага/салфетки; хозяйственные товары,14.9,3.0,44.7,
029f19ff656ef992ade174fcdbbee743,24.11.2019 20:11,2310031475,36ccbcaea89d4af29762caad5e742cd8,азовская кф рахат-лукум ассорти 200 флоупак(азовская кф):1,,продукты; хлеб и сладости; рахат-лукум; кондитерские изделия,38.9,1.0,38.9,
029f19ff656ef992ade174fcdbbee743,24.11.2019 20:11,2310031475,36ccbcaea89d4af29762caad5e742cd8,бабушкино лукошко чай мел/чабр/фенхель 20шт(император.чай),,напитки детские; чай; детское питание,72.9,1.0,72.9,
029f19ff656ef992ade174fcdbbee743,24.11.2019 20:11,2310031475,36ccbcaea89d4af29762caad5e742cd8,бархатные ручки крем д/рук/ногт комплекс 80мл (юнилевер) :,,крем для рук; уход за руками; красота и здоровье,49.9,1.0,49.9,
029f19ff656ef992ade174fcdbbee743,24.11.2019 20:11,2310031475,36ccbcaea89d4af29762caad5e742cd8,бархатные ручки крем д/рук питательный 80мл (юнилевер) :15,,уход за руками; красота и здоровье; крем для рук,65.9,1.0,65.9,
029f19ff656ef992ade174fcdbbee743,24.11.2019 20:11,2310031475,36ccbcaea89d4af29762caad5e742cd8,детский крем 46мл (аванта) :40,,уход за кожей; крем; уход за ребенком,25.9,3.0,77.7,
029f19ff656ef992ade174fcdbbee743,24.11.2019 20:11,2310031475,36ccbcaea89d4af29762caad5e742cd8,королевские креветки с/г в/м 1кг пл/уп :4,,,599.0,1.0,599.0,
029f19ff656ef992ade174fcdbbee743,24.11.2019 20:11,2310031475,36ccbcaea89d4af29762caad5e742cd8,моя цена /идеал-вояж туалетн бум б/втул (бумажная фабрик):,,,5.2,2.0,10.4,
029f19ff656ef992ade174fcdbbee743,24.11.2019 20:11,2310031475,36ccbcaea89d4af29762caad5e742cd8,пакет-майка магнит,,,4.9,1.0,4.9,
029f19ff656ef992ade174fcdbbee743,24.11.2019 20:11,2310031475,36ccbcaea89d4af29762caad5e742cd8,сладкие истории зефир с клюкв кусоч 250г(кф самойловой):8,,,69.9,2.0,139.8,
029f19ff656ef992ade174fcdbbee743,24.11.2019 20:11,2310031475,36ccbcaea89d4af29762caad5e742cd8,"салф. в рулоне фрекен бок 25*30см, 60 листов (импэкс):15",,,199.0,1.0,199.0,
029f19ff656ef992ade174fcdbbee743,24.11.2019 20:11,2310031475,36ccbcaea89d4af29762caad5e742cd8,тема сок ябл/шип освет 200мл т/пак(комплекс-агро):18,,детское питание; напитки; сок,28.9,1.0,28.9,
029f19ff656ef992ade174fcdbbee743,24.11.2019 20:11,2310031475,36ccbcaea89d4af29762caad5e742cd8,"фрутоняня нектар морковь 0,2л т/п(прогресс):27",фрутоняня,нектар; детское питание; напитки,14.9,1.0,14.9,
029f7b8299339f80e7f463de41a990ab,06.01.2020 19:50,2310031475,5f83896ffe8891974e95d639b4960e6a,mr.proper моющ жид д/пол и стен лаван спокойс 1л,mr. proper,средства для полов/ковров/мебели; жидкость; средство для мытья полов; хозяйственные товары,149.0,1.0,149.0,14.9
029f7b8299339f80e7f463de41a990ab,06.01.2020 19:50,2310031475,5f83896ffe8891974e95d639b4960e6a,миф стир.пор авт морозная свеж/свежий цвет 400г(,миф,стиральный порошок; хозяйственные товары; уход за бельем,55.0,1.0,55.0,
029f7b8299339f80e7f463de41a990ab,06.01.2020 19:50,2310031475,5f83896ffe8891974e95d639b4960e6a,пакет магнит косметик мал(пластиктрейд):300/2700,магнит косметик,упаковка; пакеты; прочее,3.9,1.0,3.9,
02a0a603bcf4a079b099df958e853a08,14.12.2019 13:57,2310031475,ae94d09040e5a7632d5061f501c3d328,naturella ultra прокладки night 28 ш,naturella,прокладки; личная гигиена; красота и здоровье,199.0,1.0,199.0,20.0
02a0a603bcf4a079b099df958e853a08,14.12.2019 13:57,2310031475,ae94d09040e5a7632d5061f501c3d328,pampers premiumcare подгуз 1 newborn,pampers,уход за ребенком; подгузники/пеленки/салфетки; forp&g; подгузники,749.0,1.0,749.0,74.9
02a0ca69c267ed10a00b7438c81daf37,11.12.2019 14:43,"6,45E+11",6293545dee50d543519da24c07fb3c58,кассеты venus divine 4шт,venus,красота и здоровье; кассеты для бритья; личная гигиена; 4,664.9,1.0,664.9,66.49
02a0ca69c267ed10a00b7438c81daf37,11.12.2019 14:43,"6,45E+11",6293545dee50d543519da24c07fb3c58,мишура звезды. фиолетовая us19f010,,,34.9,1.0,34.9,
02a0d0c15866abc3b87b72f799cdd557,02.01.2020 14:50,2310031475,a8cf7b64cb9fc3a233896963e47ce5ae,floresan воск полоски д/деп лица с алоэ 20шт(flo,,личная гигиена; средство для депиляции; красота и здоровье; полоски для депиляции,99.0,1.0,99.0,
02a0d0c15866abc3b87b72f799cdd557,02.01.2020 14:50,2310031475,a8cf7b64cb9fc3a233896963e47ce5ae,lamiye маска тканевая для лица коллаген 26г(мира,,,105.0,4.0,420.0,
02a0d0c15866abc3b87b72f799cdd557,02.01.2020 14:50,2310031475,a8cf7b64cb9fc3a233896963e47ce5ae,pantene спрей интенсивное восстановление 150мл(п,pantene,спрей для волос; гигиена волос; красота и здоровье,179.0,1.0,179.0,17.9
02a0d0c15866abc3b87b72f799cdd557,02.01.2020 14:50,2310031475,a8cf7b64cb9fc3a233896963e47ce5ae,pantene шампунь питательный коктейль 400мл (s.c.,pantene,красота и здоровье; шампунь для волос; гигиена волос; питат коктейль,179.0,1.0,179.0,17.9
02a0d0c15866abc3b87b72f799cdd557,02.01.2020 14:50,2310031475,a8cf7b64cb9fc3a233896963e47ce5ae,shakira rock by т/вода жен 50 мл(antonio puigs a,,,990.0,1.0,990.0,
02a0d0c15866abc3b87b72f799cdd557,02.01.2020 14:50,2310031475,a8cf7b64cb9fc3a233896963e47ce5ae,"vivienne sabo jolies levres кар д/г 202 1,4г(вив",,,155.0,1.0,155.0,
02a0d0c15866abc3b87b72f799cdd557,02.01.2020 14:50,2310031475,a8cf7b64cb9fc3a233896963e47ce5ae,картофелемялка нерж с белой пласт руч(нинбо футу,,,109.0,1.0,109.0,
02a0d0c15866abc3b87b72f799cdd557,02.01.2020 14:50,2310031475,a8cf7b64cb9fc3a233896963e47ce5ae,крышка стеклянная с пароотводом 24 см:5,,,149.0,2.0,298.0,
02a0d0c15866abc3b87b72f799cdd557,02.01.2020 14:50,2310031475,a8cf7b64cb9fc3a233896963e47ce5ae,"набор 6 столовых вилок нерж сталь 1,3 мм(си):10/",,,99.0,1.0,99.0,
